order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
O00157,2018-01-18,08:30:25,Breakfast,NS,"[('Coffee', 10), ('Pancake', 9), ('Eggs', 8), ('Cereal', 6)]",595.25,-37.8231569,144.9382363,1,10.737,7.7244567
O00158,2018-12-04,19:09:17,Dinner,NS,"[('Shrimp', 1), ('Salmon', 2), ('Pasta', 6), ('Fish&Chips', 4)]",441.0,-37.8107142,145.0154597,0,11.111,17.2306792
O00159,2018-04-21,11:32:57,Breakfast,TP,"[('Pancake', 8), ('Coffee', 10), ('Eggs', 7), ('Cereal', 10)]",633.0,-37.8188654,144.9539685,0,8.444,12.7379132
O00160,2018-03-13,10:21:58,Breakfast,NS,"[('Coffee', 10), ('Eggs', 4), ('Pancake', 5), ('Cereal', 2)]",326.25,-37.821922,144.9737985,0,9.138,14.8011301
O00161,2018-08-16,15:26:11,Lunch,BK,"[('Chicken', 3), ('Burger', 2), ('Salad', 10)]",330.0,-37.8106531,145.0006777,0,4.079,9.9182377
O00162,2018-03-01,09:51:32,Breakfast,NS,"[('Coffee', 2), ('Eggs', 8), ('Cereal', 1)]",212.0,-37.8208282,144.9680865,0,8.803,14.5957324
O00163,2018-06-15,13:24:30,Lunch,TP,"[('Fries', 1), ('Steak', 8), ('Salad', 1)]",389.2,-37.8232007,144.969604,0,8.001,11.4511236
O00164,2018-07-03,14:05:04,Lunch,NS,"[('Steak', 2), ('Salad', 9), ('Burger', 5)]",399.8,-37.8067184,144.9627129,0,7.367,13.3263917
O00165,2018-07-05,14:05:04,Lunch,BK,"[('Salad', 7), ('Chicken', 3)]",216.4,-37.8046728,144.9365014,0,9.939,23.9353493
O00166,2018-06-30,13:54:55,Lunch,TP,"[('Fries', 7), ('Salad', 6), ('Burger', 10)]",497.2,-37.8243909,144.9829901,0,8.871,14.1519193
O00167,2018-07-16,14:25:21,Lunch,NS,"[('Steak', 2), ('Burger', 10), ('Chicken', 9), ('Fries', 6), ('Salad', 8)]",897.6,-37.8218892,144.9540841,0,9.588,14.9764196
O00168,2018-11-24,18:49:00,Dinner,TP,"[('Salmon', 10), ('Fish&Chips', 1), ('Pasta', 4), ('Shrimp', 1)]",609.0,-37.808938,144.9838767,0,9.679,15.183139
O00169,2018-04-06,11:02:32,Breakfast,TP,"[('Eggs', 6), ('Pancake', 7), ('Cereal', 7)]",448.75,-37.8029669,144.9971376,0,11.433,13.6092432
O00170,2018-09-08,16:16:54,Dinner,NS,"[('Shrimp', 3), ('Pasta', 5), ('Salmon', 7)]",586.5,-37.8210001,144.9767196,0,8.841,17.1232235
O00171,2018-08-31,15:56:37,Lunch,TP,"[('Burger', 10), ('Steak', 5), ('Chicken', 7), ('Salad', 3)]",810.6,-37.8090664,144.9614455,0,8.655,12.5740336
O00172,2018-02-24,09:41:24,Breakfast,TP,"[('Eggs', 6), ('Pancake', 2), ('Coffee', 4)]",210.5,-37.8109425,144.9639832,0,8.466,12.7562147
O00173,2018-07-24,14:45:38,Lunch,TP,"[('Steak', 4), ('Salad', 3), ('Chicken', 10), ('Fries', 9)]",659.6,-37.8176728,144.969795,0,7.901,11.7500148
O00174,2018-09-08,16:16:54,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 7), ('Salmon', 8), ('Shrimp', 7)]",1033.5,-37.8210425,144.9768222,0,8.829,17.4207703
O00175,2018-12-19,19:39:43,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 8), ('Shrimp', 5), ('Salmon', 6)]",981.0,-37.8147568,144.9377758,0,10.346,14.4354227
O00176,2018-01-05,08:00:00,Breakfast,BK,"[('Pancake', 5), ('Coffee', 4), ('Cereal', 10)]",361.25,-37.8216294,144.9614117,1,8.228,5.8773322
O00177,2018-09-10,16:16:54,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 6), ('Shrimp', 9)]",826.0,-37.8079193,144.9731808,0,6.51,13.3986707
O00178,2018-03-15,10:21:58,Breakfast,TP,"[('Eggs', 2), ('Cereal', 2)]",86.0,-37.7995518,145.0036237,0,12.434,22.4273139
O00179,2018-08-05,15:05:54,Lunch,TP,"[('Chicken', 2), ('Fries', 6), ('Salad', 7), ('Steak', 1), ('Burger', 5)]",456.4,-37.8212868,144.9492181,0,8.781,13.6239127
O00180,2018-11-13,18:28:43,Dinner,NS,"[('Fish&Chips', 5), ('Salmon', 3), ('Pasta', 8), ('Shrimp', 6)]",842.0,-37.8209994,144.9431659,0,10.055,16.0765646
